,T,E
192,298.1710958902411,-30032.203531793748
193,309.71743097212504,-30032.499007123024
194,297.1624881149538,-30032.210985207123
195,299.82786247205564,-30032.842101807557
196,290.3416246079398,-30032.952530418115
197,293.8580475194271,-30032.947291395954
198,287.4123955846016,-30032.4842121394
199,304.7925034337386,-30032.28334291318
200,296.23440309976115,-30032.944955838775
201,285.67433270940063,-30032.990237854796
202,286.29537585229207,-30032.826387361118
203,313.8919013448723,-30032.16884298729
204,319.639293835203,-30031.72151720985
205,323.2617416137216,-30031.699974996936
206,282.11458701684217,-30032.5395208079
207,289.7846905597542,-30032.745649232962
208,282.13629512464684,-30032.837810183002
209,289.0562180235342,-30033.0508377748
210,280.6873041290634,-30033.155021113107
211,300.2233735358642,-30033.17017667403
212,286.1566547394743,-30033.0544395044
213,297.39330534750025,-30033.3478349305
214,294.46386059168856,-30032.54944388082
215,308.82478151731675,-30032.306317068076
216,310.509333186905,-30032.08091626404
217,317.03655987387555,-30032.370096005623
218,342.6253787197489,-30032.240894342416
219,281.42549137060223,-30032.89256022257
220,303.1718636296511,-30032.4563763082
221,283.0050894042004,-30032.685389148573
222,296.3016213365817,-30032.90031887253
223,261.42273444212526,-30032.990549371203
224,318.42502663167375,-30032.265324660686
225,277.5612133770782,-30032.31854165633
226,322.76802394558507,-30031.384103038265
227,329.72055792564254,-30031.801399416145
228,331.0626786518903,-30032.08059078291
229,322.3112202465305,-30031.813408701983
230,307.1946203001197,-30032.044039889686
231,319.20302129380303,-30032.408125833117
232,327.79956149795623,-30031.518996410232
233,301.3243553903301,-30031.79324322894
234,292.3250237539903,-30032.043931593893
235,312.34280441385516,-30032.730725837628
236,283.10719849704276,-30033.264886264154
237,278.3077986847627,-30033.36251296833
238,284.858330887357,-30034.080801815693
239,274.8614883212803,-30033.80937131849
240,298.89755652909764,-30033.242143182997
241,279.04727514699835,-30033.19181695703
242,275.84572946378694,-30033.345491384047
243,295.7552720358668,-30032.679503121053
244,295.7539652516895,-30032.474457427707
245,301.421427893106,-30032.45684971717
246,320.2279482290503,-30032.204954912275
247,292.92419821944844,-30032.695076960114
248,322.67077097277803,-30031.902141653925
249,319.01699603623763,-30032.13930509147
250,305.7321988254441,-30032.072521636233
251,328.1851584255579,-30032.405911074857
252,307.5311755774004,-30032.754437290645
253,294.2210350659611,-30032.678517178196
254,304.6497896526613,-30033.19118164615
255,273.05033290161913,-30033.463695413175
256,307.924822528051,-30033.303261545512
257,284.30231435614724,-30033.246944734685
258,300.9062175479786,-30033.161042411855
259,310.6209374459969,-30033.16603710443
260,284.21037703130105,-30033.128132677066
261,316.65909176004163,-30033.20954210082
262,276.55578435298764,-30033.40208805474
263,295.35322440793374,-30033.09182485345
264,297.3321979330614,-30032.486070238898
265,299.74078673812727,-30032.400903470403
266,313.10559545360934,-30031.85437308221
267,312.3579358730062,-30032.079959681418
268,307.32931258232566,-30031.198900233565
269,329.3853085123244,-30031.26675085637
270,313.67873885376844,-30031.9182738601
271,305.65197230453384,-30032.297168940917
272,302.5426599122757,-30032.993476205294
273,279.0915217603289,-30033.788375098502
274,290.2611838991657,-30033.593198663497
275,282.67614449515185,-30033.48066224917
276,317.1408110254058,-30032.859696209787
277,287.2829199149379,-30032.807737955096
278,289.3039482973488,-30033.099377126822
279,299.12326927493604,-30032.916228964077
280,308.40063023859096,-30033.00043736692
281,291.22913833948365,-30032.739097930986
282,299.2735206097301,-30032.828515664765
283,283.1829212857174,-30032.9641788577
284,281.0973907767483,-30032.91828111903
285,293.74485943506454,-30033.0594754878
286,296.68552483337123,-30032.738447439573
287,285.642551516826,-30033.024229722618
288,267.83501653572614,-30032.868519297517
289,294.08349386280537,-30032.332321288584
290,320.1614298370834,-30032.88434013483
291,300.20133010571817,-30033.137520620923
292,275.68789002428315,-30033.704877379267
293,288.69939181231206,-30033.669068456085
294,290.19506900973136,-30033.29601137196
295,306.381230831028,-30033.42164839244
296,284.01860865058836,-30033.589923217743
297,306.2480577424591,-30033.58510972035
298,265.86306951661595,-30033.255349528867
299,282.22443990662646,-30033.486013238617
300,297.14572799892954,-30033.088354283194
301,283.81030264138184,-30033.192749187816
302,306.345880751996,-30032.40690070757
303,304.7816572021089,-30032.543377718994
304,313.317960260355,-30032.60691513126
305,317.0956968567773,-30032.960425224224
306,295.6714023631188,-30033.52533459116
307,279.6093484939155,-30033.984508095524
308,311.7811310343185,-30033.355993522782
309,309.23110774013753,-30033.16927977489
310,321.06282496783484,-30032.977203765367
311,304.4922034881343,-30033.605248855616
312,307.5140354209042,-30033.95798767353
313,295.22237704783635,-30033.509134711636
314,325.40029139257257,-30032.881275658063
315,323.08493953630125,-30032.649675355224
316,319.0300240545005,-30032.93585676327
317,284.3460571958791,-30033.075937253765
318,307.491914896351,-30033.202677283745
319,313.2319760845278,-30032.790689703914
320,290.28229105046296,-30032.864159203084
321,302.2592684047076,-30032.90090001561
322,299.8554939536387,-30032.855087926895
323,314.31789467953945,-30032.859442597466
324,305.4539043454493,-30032.821615823974
325,309.35982191079347,-30033.53717910801
326,309.9163060770225,-30032.818290208295
327,308.8734025631749,-30033.12542289527
328,299.98867556547356,-30033.056860762455
